log_msg_len,type_id,timestamp,Version,Num SubPkt,SubPacket ID,Version,SubPacket Size,Num Samples,Samples,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len,Header Field,LC ID,Len,Sub Id,Cell Id,Sub-FN,SFN,RNTI Type,HARQ ID,Area ID,PMCH ID,DL TBS (bytes),RLC PDUs,Padding (bytes),HDR LEN,Mac Hdr + CE,Header Field,LC ID,Len
72,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:16.894321,1,1,DL Transport Block,4,56,3,,1,0,1,113,C-RNTI,2,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,6,114,C-RNTI,3,0,0,125,1,5,3,,35,3,117,31,Padding,-1,1,0,6,114,C-RNTI,3,0,0,161,0,160,1,,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 14:56:28.711673,1,1,DL Transport Block,4,24,1,,1,0,2,112,C-RNTI,1,0,0,11,0,8,3,,59,Activation/Deactivation (1 octet),1,0,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LTE_MAC_DL_Transport_Block,2021-11-29 14:56:54.654440,1,1,DL Transport Block,4,28,1,,1,0,9,656,P-RNTI,1,0,0,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 14:58:54.774051,1,1,DL Transport Block,4,24,1,,1,0,6,382,C-RNTI,0,0,0,11,1,6,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,LTE_MAC_DL_Transport_Block,2021-11-29 14:58:54.824353,1,1,DL Transport Block,4,56,3,,1,0,6,386,C-RNTI,1,0,0,173,1,0,1,,3,3,0,1,0,6,386,C-RNTI,1,0,0,173,1,37,4,,35,3,132,31,Padding,-1,1,0,7,388,C-RNTI,2,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 14:58:54.874382,1,1,DL Transport Block,4,24,1,,1,0,3,389,C-RNTI,3,0,0,22,0,19,3,,61,TA,1,31,0,31,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 15:00:00.860138,1,1,DL Transport Block,4,24,1,,1,0,2,846,C-RNTI,3,0,0,85,1,6,3,,35,3,76,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 15:00:00.960186,1,1,DL Transport Block,4,24,1,,1,0,9,854,C-RNTI,4,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 14:57:48.571405,1,1,DL Transport Block,4,24,1,,1,0,8,926,C-RNTI,7,0,0,11,0,8,3,,59,Activation/Deactivation (1 octet),1,0,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,LTE_MAC_DL_Transport_Block,2021-11-29 14:57:48.831411,1,1,DL Transport Block,4,192,11,,1,0,5,955,C-RNTI,0,0,0,22,1,17,3,,35,3,2,31,Padding,-1,1,0,0,957,C-RNTI,1,0,0,1572,1,0,1,,3,3,0,1,0,0,957,C-RNTI,1,0,0,1572,1,249,4,,35,3,1319,31,Padding,-1,1,0,1,957,C-RNTI,6,0,0,1527,1,0,3,,59,Activation/Deactivation (1 octet),1,2,3,3,0,1,0,1,957,C-RNTI,6,0,0,1527,1,157,4,,35,3,1366,31,Padding,-1,1,0,2,957,C-RNTI,4,0,0,1431,1,0,1,,3,3,0,1,0,2,957,C-RNTI,4,0,0,1572,1,108,4,,35,3,1460,31,Padding,-1,1,0,4,957,C-RNTI,3,0,0,1572,1,0,1,,3,3,0,1,0,4,957,C-RNTI,3,0,0,1431,1,108,4,,35,3,1319,31,Padding,-1,1,0,6,957,C-RNTI,5,0,0,1527,1,0,1,,3,3,0,1,0,6,957,C-RNTI,5,0,0,1431,1,63,4,,35,3,1364,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LTE_MAC_DL_Transport_Block,2021-11-29 14:59:58.930651,1,1,DL Transport Block,4,28,1,,1,0,9,654,P-RNTI,1,0,0,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LTE_MAC_DL_Transport_Block,2021-11-29 14:58:59.890867,1,1,DL Transport Block,4,40,2,,1,0,8,891,C-RNTI,0,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,5,895,C-RNTI,1,0,0,11,1,6,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LTE_MAC_DL_Transport_Block,2021-11-29 15:00:17.502102,1,1,DL Transport Block,4,40,2,,1,0,4,464,C-RNTI,1,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,5,464,C-RNTI,2,0,0,85,1,6,3,,35,3,76,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,LTE_MAC_DL_Transport_Block,2021-11-29 15:00:17.602145,1,1,DL Transport Block,4,40,2,,1,0,8,470,C-RNTI,3,0,0,85,1,6,3,,35,3,76,31,Padding,-1,1,0,7,472,C-RNTI,4,0,0,22,1,17,3,,35,3,2,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,LTE_MAC_DL_Transport_Block,2021-11-29 15:02:39.629163,1,1,DL Transport Block,4,28,1,,1,0,9,338,P-RNTI,1,0,0,7,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,LTE_MAC_DL_Transport_Block,2021-11-29 14:59:05.006817,1,1,DL Transport Block,4,24,1,,1,0,8,379,C-RNTI,3,0,0,22,1,10,3,,33,1,9,31,Padding,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
