log_msg_len,type_id,timestamp,Version,Num Subpkts,Subpacket ID,Subpacket Version,Subpacket Size,SRB Cipher Algorithm,DRB Cipher Algorithm,Num PDUs,PDCPDL CIPH DATA,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN,Cfg Idx,Mode,SN Length,Bearer ID,Valid PDU,PDU Size,Logged Bytes,Sub FN,Sys FN,SN
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 15:02:16.894321,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,115,4,6,114,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:58:54.839460,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,300,4,6,386,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 15:00:00.878120,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,74,4,2,846,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:57:48.838998,1,1,195,24,348,LTE AES,LTE AES,18,,4,AM,12 bit,3,Yes,1442,4,0,957,338,4,AM,12 bit,3,Yes,1442,4,0,957,339,4,AM,12 bit,3,Yes,1442,4,1,957,340,4,AM,12 bit,3,Yes,1442,4,1,957,341,4,AM,12 bit,3,Yes,1442,4,2,957,342,4,AM,12 bit,3,Yes,1442,4,2,957,343,4,AM,12 bit,3,Yes,1442,4,4,957,344,4,AM,12 bit,3,Yes,1442,4,4,957,345,4,AM,12 bit,3,Yes,1442,4,6,957,346,4,AM,12 bit,3,Yes,1442,4,6,957,347,4,AM,12 bit,3,Yes,1442,4,9,957,348,4,AM,12 bit,3,Yes,1442,4,9,957,349,4,AM,12 bit,3,Yes,1442,4,0,958,350,4,AM,12 bit,3,Yes,1442,4,0,958,351,4,AM,12 bit,3,Yes,1442,4,2,958,352,4,AM,12 bit,3,Yes,1442,4,2,958,353,4,AM,12 bit,3,Yes,1442,4,3,958,354,4,AM,12 bit,3,Yes,1442,4,3,958,355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:58:59.889467,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,74,4,8,891,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 15:00:17.499086,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,74,4,4,464,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 15:00:17.549204,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,74,4,5,464,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 15:00:17.599073,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,74,4,8,470,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:59:04.989383,1,1,195,24,56,LTE AES,LTE AES,1,,33,AM,5 bit,0,Yes,7,3,8,379,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:59:05.933336,1,1,195,24,56,None,None,1,,33,AM,5 bit,0,Yes,8,3,8,475,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:59:05.938159,1,1,195,24,56,LTE AES,LTE AES,1,,33,AM,5 bit,0,Yes,147,3,8,475,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:57:31.089002,1,1,195,24,364,LTE AES,LTE AES,19,,4,AM,12 bit,3,Yes,74,4,1,205,165,4,AM,12 bit,3,Yes,1442,4,2,205,166,4,AM,12 bit,3,Yes,1442,4,2,205,167,4,AM,12 bit,3,Yes,1442,4,6,205,168,4,AM,12 bit,3,Yes,1442,4,6,205,169,4,AM,12 bit,3,Yes,1442,4,6,205,170,4,AM,12 bit,3,Yes,1442,4,7,205,171,4,AM,12 bit,3,Yes,1442,4,7,205,172,4,AM,12 bit,3,Yes,1442,4,7,205,173,4,AM,12 bit,3,Yes,1442,4,0,206,174,4,AM,12 bit,3,Yes,1442,4,0,206,175,4,AM,12 bit,3,Yes,1442,4,0,206,176,4,AM,12 bit,3,Yes,1442,4,1,206,177,4,AM,12 bit,3,Yes,1442,4,2,206,178,4,AM,12 bit,3,Yes,436,4,2,206,179,4,AM,12 bit,3,Yes,1442,4,1,207,180,4,AM,12 bit,3,Yes,1442,4,1,207,181,4,AM,12 bit,3,Yes,1442,4,1,207,182,4,AM,12 bit,3,Yes,1442,4,1,207,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:57:31.139003,1,1,195,24,144,LTE AES,LTE AES,6,,4,AM,12 bit,3,Yes,1442,4,1,208,184,4,AM,12 bit,3,Yes,1442,4,1,208,185,4,AM,12 bit,3,Yes,1442,4,1,208,186,4,AM,12 bit,3,Yes,1442,4,1,208,187,4,AM,12 bit,3,Yes,1442,4,1,208,188,4,AM,12 bit,3,Yes,1408,4,1,208,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:58:35.039426,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,203,4,4,454,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:57:42.988994,1,1,195,24,144,LTE AES,LTE AES,6,,4,AM,12 bit,3,Yes,1442,4,4,368,281,4,AM,12 bit,3,Yes,1442,4,5,368,282,4,AM,12 bit,3,Yes,1442,4,5,368,283,4,AM,12 bit,3,Yes,1442,4,4,369,284,4,AM,12 bit,3,Yes,1442,4,4,369,285,4,AM,12 bit,3,Yes,1365,4,4,369,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:58:03.628917,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,147,4,2,388,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:58:55.239411,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,74,4,8,429,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:58:55.288941,1,1,195,24,92,LTE AES,LTE AES,3,,4,AM,12 bit,3,Yes,465,4,7,430,67,4,AM,12 bit,3,Yes,74,4,2,434,68,4,AM,12 bit,3,Yes,74,4,7,434,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 14:57:18.257905,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,105,4,1,971,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,LTE_PDCP_DL_Cipher_Data_PDU,2021-11-29 15:02:16.944322,1,1,195,24,60,LTE AES,LTE AES,1,,4,AM,12 bit,3,Yes,103,4,6,117,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
